image_name,inference_values
130011.jpg,"(734.6829223632812,615.8746948242188,811.0991821289062,794.9401245117188 , 0.7896710634231567) | (49.30096435546875,678.644775390625,122.24766540527344,903.0826416015625 , 0.7348224520683289) | (707.0242919921875,597.33251953125,752.7877197265625,742.92529296875 , 0.6031515002250671) | (798.587158203125,410.15057373046875,890.2255859375,625.4049682617188 , 0.5793555378913879)"
130017.jpg,"(818.3829345703125,445.47271728515625,885.1522216796875,633.5314331054688 , 0.6070470809936523) | (869.5712280273438,827.2144775390625,944.8169555664062,1003.7362060546875 , 0.5467238426208496)"
130058.jpg,"(712.4559326171875,448.5882568359375,795.7689208984375,631.8411865234375 , 0.8125174641609192)"
130068.jpg,"(936.43212890625,288.06915283203125,1005.666015625,484.6712646484375 , 0.6289013624191284) | (594.8486938476562,608.9720458984375,636.9240112304688,767.0880126953125 , 0.3449375033378601)"
130093.jpg,"(859.2684326171875,395.8875732421875,931.8316650390625,586.5811767578125 , 0.8292626738548279) | (1.3748092651367188,770.56103515625,82.5440444946289,971.13037109375 , 0.6703513264656067)"
130110.jpg,"(851.90185546875,405.10137939453125,915.591064453125,588.6185302734375 , 0.724324643611908) | (908.3045654296875,450.52435302734375,955.4088134765625,603.9972534179688 , 0.6540639400482178) | (217.84921264648438,719.0855712890625,291.3836975097656,859.1353759765625 , 0.29507961869239807)"
130136.jpg,"(912.6895751953125,414.47491455078125,970.0836181640625,597.5499877929688 , 0.7315276265144348) | (970.025146484375,448.7245178222656,1010.2022705078125,602.4298095703125 , 0.3939128816127777)"
130146.jpg,"(54.38676071166992,729.577880859375,157.69984436035156,955.583740234375 , 0.3327885568141937)"
130149.jpg,"(547.3021240234375,513.9472045898438,622.5919189453125,767.5615844726562 , 0.3465989828109741)"
130154.jpg,"(1186.422119140625,950.0513305664062,1261.616455078125,1023.4793090820312 , 0.752244770526886) | (711.50146484375,538.5647583007812,768.51611328125,729.6465454101562 , 0.6808603405952454)"
130165.jpg,"(263.04730224609375,577.0291748046875,329.12396240234375,794.8984375 , 0.4213898479938507) | (611.6084594726562,931.413818359375,660.5844116210938,1023.49365234375 , 0.4170759916305542) | (881.8597412109375,467.6778564453125,953.0150146484375,643.0498046875 , 0.28551599383354187) | (559.7342529296875,911.72021484375,633.2196044921875,1023.211181640625 , 0.28128719329833984)"
130204.jpg,"(8.57244873046875,709.8300170898438,139.24981689453125,961.7227172851562 , 0.7184102535247803) | (269.6231689453125,557.84521484375,331.575927734375,669.38232421875 , 0.25991377234458923)"
130243.jpg,"(678.999755859375,521.6705322265625,741.627685546875,711.8148193359375 , 0.33946743607521057)"
130245.jpg,"(690.264892578125,504.9574279785156,766.703857421875,716.0174560546875 , 0.7639439702033997) | (803.5814819335938,515.2215576171875,857.3121948242188,704.1273193359375 , 0.6660548448562622)"
130272.jpg,"(64.15805053710938,683.82763671875,133.82730102539062,898.618408203125 , 0.759535014629364) | (1010.763916015625,704.6127319335938,1077.411376953125,931.6275024414062 , 0.7210541367530823) | (21.62725067138672,698.0712890625,70.47575378417969,887.794677734375 , 0.6867393851280212) | (1174.335693359375,655.74609375,1242.221923828125,859.4923095703125 , 0.4860980808734894)"
130300.jpg,"(807.0911865234375,456.1634826660156,891.3426513671875,648.1680908203125 , 0.787777304649353)"
130318.jpg,"(712.861328125,444.813720703125,788.864501953125,576.6778564453125 , 0.7027869820594788) | (697.175048828125,570.4862060546875,759.91796875,742.53662109375 , 0.6357893943786621)"
130334.jpg,"(114.2899169921875,692.61767578125,170.68084716796875,863.8702392578125 , 0.32591986656188965)"
130338.jpg,"(356.5904541015625,970.6419677734375,413.3289794921875,1023.4859619140625 , 0.46945515275001526)"
130363.jpg,"(668.820556640625,931.7840576171875,723.43115234375,1023.6124267578125 , 0.7055769562721252) | (30.066394805908203,731.719970703125,111.95289611816406,956.6484375 , 0.5770426988601685) | (608.9378051757812,927.8494873046875,666.6038208007812,1023.3914794921875 , 0.5244986414909363)"
130407.jpg,"(804.5979614257812,492.20001220703125,872.3046264648438,670.5827026367188 , 0.7612283825874329) | (742.2578125,505.3986511230469,813.5462646484375,721.676025390625 , 0.6919239163398743) | (567.6275634765625,497.750244140625,640.960693359375,680.070556640625 , 0.3996965289115906)"
130417.jpg,"(593.2288208007812,917.7391967773438,693.1337280273438,1023.5276489257812 , 0.7092756628990173)"
130425.jpg,"(1123.585205078125,675.2296142578125,1211.804931640625,905.242431640625 , 0.5549383759498596)"
130433.jpg,"(735.9744873046875,441.8291015625,830.2269287109375,643.13720703125 , 0.8805686831474304) | (944.3704833984375,286.9497985839844,1011.6182861328125,478.4824523925781 , 0.8193842172622681)"
130440.jpg,"(602.8674926757812,656.5213012695312,678.3878784179688,782.8390502929688 , 0.8499724268913269) | (819.5167236328125,549.7662353515625,883.1231689453125,683.24658203125 , 0.6659750938415527) | (816.032958984375,464.9825744628906,885.70361328125,582.5252685546875 , 0.5349425673484802)"
130479.jpg,"(848.8292236328125,389.5694580078125,911.6903076171875,575.7134399414062 , 0.6785249710083008)"
130498.jpg,"(2.7684249877929688,698.1641845703125,95.47177124023438,899.5863037109375 , 0.822267472743988)"
130499.jpg,"(886.0994262695312,792.858642578125,983.2721557617188,957.206787109375 , 0.32221516966819763)"
140003.jpg,"(604.3465576171875,299.81591796875,683.2564697265625,538.960205078125 , 0.8436012268066406) | (356.8803405761719,488.3050537109375,378.4272155761719,543.322265625 , 0.2689974904060364)"
140011.jpg,"(411.12823486328125,769.0531005859375,573.1129150390625,1023.1392822265625 , 0.4449196755886078)"
140033.jpg,"(418.1995849609375,472.9658203125,500.0120849609375,649.202392578125 , 0.8589093089103699)"
140047.jpg,"(431.114501953125,398.7491455078125,541.1236572265625,606.8676147460938 , 0.6990178227424622) | (358.6537780761719,488.0185546875,377.4821472167969,543.0574951171875 , 0.43687739968299866)"
140049.jpg,"(725.95263671875,284.97247314453125,802.57421875,518.8772583007812 , 0.8156683444976807)"
140062.jpg,"(579.40576171875,391.16021728515625,694.080078125,639.5795288085938 , 0.8020681142807007)"
140064.jpg,"(912.66748046875,698.297119140625,1069.812255859375,927.1396484375 , 0.8243439197540283) | (886.2638549804688,662.3040771484375,977.4072875976562,787.75537109375 , 0.3439379930496216)"
140067.jpg,"(594.171142578125,236.40342712402344,697.43408203125,482.6944580078125 , 0.8626219034194946)"
140073.jpg,"(758.1749267578125,329.0169677734375,804.7696533203125,485.73370361328125 , 0.31348904967308044) | (751.3236083984375,253.8455047607422,805.729248046875,485.76409912109375 , 0.26774862408638)"
140087.jpg,"(549.395751953125,435.3440246582031,626.30322265625,631.15625 , 0.8739702105522156) | (422.57440185546875,795.7203369140625,539.01708984375,994.2139892578125 , 0.32910600304603577)"
140089.jpg,"(451.62548828125,421.02252197265625,524.4356689453125,632.9666137695312 , 0.36377987265586853) | (398.7457275390625,461.07293701171875,463.3912353515625,628.8584594726562 , 0.26902252435684204)"
140157.jpg,"(448.4556884765625,376.92755126953125,546.4513549804688,574.0390014648438 , 0.5581201314926147)"
140173.jpg,"(600.46435546875,333.4039306640625,678.79296875,586.67041015625 , 0.746268093585968)"
140191.jpg,"(71.53871154785156,496.17266845703125,139.17327880859375,597.3782348632812 , 0.5603328943252563) | (605.0574951171875,224.19248962402344,692.0135498046875,451.4256591796875 , 0.5520877838134766) | (866.7276611328125,289.72589111328125,934.4871826171875,450.81939697265625 , 0.4981365203857422)"
140210.jpg,"(628.174072265625,366.120849609375,702.9456787109375,630.581298828125 , 0.8616001605987549) | (732.3917846679688,230.6763916015625,805.9133911132812,468.74224853515625 , 0.6817787289619446) | (706.1463623046875,202.83062744140625,769.070556640625,429.8956298828125 , 0.42984065413475037) | (722.2987060546875,228.1129913330078,795.4757080078125,448.60504150390625 , 0.25039350986480713)"
140252.jpg,"(887.6287841796875,219.63055419921875,1042.8453369140625,430.89404296875 , 0.5444322824478149)"
140258.jpg,"(556.8065185546875,318.443359375,675.8048095703125,569.1851806640625 , 0.8774619102478027) | (503.3424987792969,314.317138671875,570.969970703125,542.96728515625 , 0.7012662887573242)"
140261.jpg,"(483.176513671875,305.9090576171875,593.9122314453125,516.2734375 , 0.7102602124214172)"
140267.jpg,"(390.3190002441406,237.42095947265625,450.5777893066406,300.8665771484375 , 0.25902092456817627)"
140290.jpg,"(1019.84375,591.202880859375,1130.565673828125,836.243896484375 , 0.7838456630706787) | (375.85791015625,741.6339111328125,502.82696533203125,1007.4693603515625 , 0.7008966207504272) | (220.79501342773438,374.23272705078125,294.8701477050781,491.03717041015625 , 0.2998914122581482)"
140302.jpg,"(582.5806884765625,716.09228515625,680.1173095703125,961.99365234375 , 0.6855982542037964)"
140311.jpg,"(654.307373046875,249.5712890625,735.62890625,494.19573974609375 , 0.8025242686271667) | (723.2198486328125,273.9254150390625,788.820556640625,506.5992431640625 , 0.710115373134613)"
140312.jpg,"(538.3660888671875,274.388916015625,628.0216064453125,514.4865112304688 , 0.8461451530456543)"
140355.jpg,"(511.50848388671875,408.4199523925781,596.5393676757812,628.08984375 , 0.8590816855430603)"
140406.jpg,"(548.3546142578125,406.557861328125,631.0958251953125,632.3416748046875 , 0.8723986744880676) | (719.353759765625,235.6913299560547,807.09765625,485.29620361328125 , 0.6501427292823792) | (896.9478759765625,677.0948486328125,1066.224853515625,919.1668701171875 , 0.4976295530796051)"
140418.jpg,"(629.146728515625,342.8048095703125,758.0360107421875,603.88818359375 , 0.758289098739624) | (209.8671875,384.05999755859375,285.5143737792969,488.06304931640625 , 0.6414119601249695) | (270.74908447265625,417.42181396484375,319.13006591796875,490.05792236328125 , 0.2966562509536743)"
140437.jpg,"(598.0867919921875,218.6339874267578,721.8370361328125,457.42547607421875 , 0.8736506104469299)"
140458.jpg,"(1035.3211669921875,227.0020751953125,1121.8277587890625,454.52008056640625 , 0.4636545181274414)"
140459.jpg,"(480.0,226.59515380859375,615.67578125,476.18792724609375 , 0.37907272577285767)"
140461.jpg,"(495.75189208984375,374.63433837890625,604.7658081054688,585.01025390625 , 0.7982598543167114)"
150017.jpg,"(650.0050048828125,289.57366943359375,787.8983154296875,572.7781982421875 , 0.8515019416809082) | (613.5684814453125,226.05979919433594,711.3321533203125,515.6514892578125 , 0.7362770438194275) | (54.878662109375,239.70083618164062,112.01670837402344,358.6099548339844 , 0.673436164855957) | (442.6214599609375,219.60838317871094,559.3431396484375,480.861328125 , 0.5826454162597656)"
150027.jpg,"(170.70086669921875,311.6356201171875,314.1909484863281,590.0728149414062 , 0.7962024211883545)"
150037.jpg,"(685.2418823242188,285.68170166015625,798.9779663085938,555.7893676757812 , 0.8077905774116516) | (654.8712158203125,271.84326171875,754.8701171875,522.271728515625 , 0.41141635179519653)"
150082.jpg,"(592.2476806640625,177.82293701171875,722.0408935546875,452.03271484375 , 0.900374174118042) | (491.8757019042969,310.34881591796875,591.779052734375,581.5018310546875 , 0.7506498098373413)"
150093.jpg,"(813.6163330078125,196.6558074951172,907.7174072265625,483.17987060546875 , 0.5024860501289368) | (813.2896728515625,196.8756103515625,964.721435546875,487.896484375 , 0.415377676486969) | (854.4005126953125,246.15081787109375,965.2044677734375,501.46038818359375 , 0.40632519125938416)"
150107.jpg,"(856.90478515625,135.81683349609375,944.899169921875,409.0762939453125 , 0.8566410541534424) | (897.80126953125,199.2010040283203,977.507568359375,459.69342041015625 , 0.8224101066589355) | (618.259033203125,120.4022216796875,758.026611328125,381.831787109375 , 0.736511766910553)"
150119.jpg,"(682.1864013671875,276.3995361328125,797.7330322265625,565.7905883789062 , 0.7303884029388428) | (187.49356079101562,287.72216796875,331.2141418457031,540.8651123046875 , 0.6046619415283203)"
150122.jpg,"(0.0,323.1175537109375,97.20753479003906,612.042724609375 , 0.7845994234085083)"
150127.jpg,"(523.5745849609375,185.23509216308594,679.0645751953125,449.439208984375 , 0.8727325797080994)"
150164.jpg,"(750.5584716796875,168.2664031982422,899.9346923828125,425.65521240234375 , 0.8295707702636719) | (767.5056762695312,656.5924072265625,923.3894653320312,902.9718017578125 , 0.5269410610198975) | (767.6932373046875,656.62646484375,922.8709716796875,818.222900390625 , 0.2976258099079132)"
150178.jpg,"(1031.0260009765625,128.18948364257812,1104.7562255859375,320.2707824707031 , 0.3474918007850647)"
150238.jpg,"(808.8187255859375,265.828857421875,952.6329345703125,519.040283203125 , 0.8877477645874023) | (907.370849609375,151.11868286132812,977.883056640625,399.0074157714844 , 0.7150747776031494)"
150256.jpg,"(635.7758178710938,129.85687255859375,764.3200073242188,448.44818115234375 , 0.7617700695991516)"
150273.jpg,"(450.4144287109375,299.723388671875,565.7259521484375,573.8777465820312 , 0.6185560822486877)"
150284.jpg,"(459.74603271484375,256.55767822265625,543.6085815429688,558.2174072265625 , 0.7289472222328186)"
150307.jpg,"(806.941162109375,246.91839599609375,948.813232421875,496.2247314453125 , 0.7725348472595215)"
150325.jpg,"(842.376708984375,268.3927001953125,968.18115234375,549.9318237304688 , 0.8556050658226013) | (822.5977783203125,200.55311584472656,888.3726806640625,484.1763916015625 , 0.5972293615341187)"
150373.jpg,"(438.7938232421875,215.07281494140625,548.7642822265625,501.49957275390625 , 0.565281867980957)"
150394.jpg,"(758.6776733398438,188.64186096191406,931.4801635742188,486.607666015625 , 0.8649003505706787)"
150404.jpg,"(682.30517578125,122.1181640625,764.174560546875,407.41748046875 , 0.6960831880569458)"
150406.jpg,"(825.5745849609375,271.24151611328125,924.978515625,546.8291625976562 , 0.5827418565750122) | (815.5222778320312,190.90631103515625,924.0029907226562,542.5890502929688 , 0.40960565209388733)"
150483.jpg,"(620.4436645507812,238.04953002929688,714.5426635742188,469.0041198730469 , 0.47681114077568054)"
150487.jpg,"(760.0509033203125,153.01812744140625,832.7613525390625,421.49542236328125 , 0.6300719380378723)"
150530.jpg,"(511.3592529296875,212.08383178710938,656.8048095703125,487.3847351074219 , 0.8984687924385071)"
150547.jpg,"(582.9901123046875,181.90777587890625,716.0784912109375,468.78070068359375 , 0.6690318584442139)"
150557.jpg,"(468.6466979980469,255.07408142089844,580.55078125,507.9583740234375 , 0.8329839110374451) | (562.3734130859375,180.25140380859375,650.5499267578125,443.3421630859375 , 0.7884402275085449)"
150582.jpg,"(831.273193359375,177.71702575683594,913.292236328125,438.2928466796875 , 0.7232844233512878)"
150594.jpg,"(796.2862548828125,292.8267822265625,933.6014404296875,574.348388671875 , 0.8771175742149353)"
150600.jpg,"(608.7838134765625,133.0382080078125,716.6947021484375,383.02032470703125 , 0.8084957003593445)"
150601.jpg,"(645.0643310546875,142.99984741210938,780.0911865234375,404.6547546386719 , 0.879919707775116)"
